title,title_characters,author,journal,number,cites,year,pubid,name,scholar_id
 evaluation pollination mechanisms purple prairieclover dalea purpurea fabaceae amorpheae,103,JH Cane,The American Midland Naturalist,"156 (1), 193-197",38,2006,pyW8ca7W8N0C,Jim Cane,"""5WagfLMAAAAJ"""
 geographic mosaic predispersal interactions selection helleborus foetidus ranunculaceae,103,"PJ Rey, CM Herrera, J Guitián, X Cerdá, AM Sanchez‐Lafuente, ...",Journal of Evolutionary Biology,"19 (1), 21-34",75,2006,Tyk-4Ss8FVUC,Javier Guitian,"""TJtCQoYAAAAJ"""
 geographical variability secretions cephalic labial glands bombus pratorum l males,104,"O Ponchau, M Terzo, M Aytekin, I Valterova, S Iserbyt, D Michez, ...","XVth IUSSI Congr, Washington, DC",30,1,2006,7PzlFSSx8tAC,Denis Michez,"""iUgAM2YAAAAJ"""
 ancient pollinator contemporary plant cyclamen persicum pollination syndromes break ,104,"R Schwartz-Tzachor, A Dafni, SG Potts, D Eisikowitch","Flora-Morphology, Distribution, Functional Ecology of Plants","201 (5), 370-373",25,2006,isC4tDSrTZIC,Simon Potts,"""q_vbRxIAAAAJ"""
natural artificial floral damage induces resistance nemophila menziesii hydrophyllaceae flowers,104,AC McCall,Oikos,"112 (3), 660-666",38,2006,Y0pCki6q_DkC,Andrew C. McCall,"""aIIt4dcAAAAJ"""
 early drug selection nematodes anthelmintics stochastic transmission population refuge,104,"S Gaba, J Cabaret, V Ginot, A Silvestre",Parasitology,"133 (3), 345-356",45,2006,2osOgNQ5qMEC,Sabrina Gaba,"""3vFKj0UAAAAJ"""
los ecosistemas naturales como fuente de polinizadores para citrus paradisi en el pedemonte de las yungas,105,"NP Chacoff, MA Aizen","San Carlos de Bariloche:[sn],",,9,2006,b0M2c_1WBrUC,Natacha Chacoff,"""rxJBqGcAAAAJ"""
two new andean species neocorynura hymenoptera halictidae augochlorini notes biology,105,"VH Gonzalez, AH S, ith‐Pardo, G Bogota",Studies on Neotropical Fauna and Environment,"41 (3), 197-208",9,2006,mVmsd5A6BfQC,Victor Hugo Gonzalez Betancourt,"""NPLom4YAAAAJ"""
toxic effects subacute oral exposure imidacloprid biochemical parameters crossbred cow calves,105,"B Kaur, HS Sandhu, R Kaur",Toxicology International,"13 (1), 43-47",21,2006,TFP_iSt0sucC,Kimberly Stoner,"""qtz3QXcAAAAJ"""
physical chemical palynological characterization avocado persea americana mill honey israel,105,"A Dag, O Afik, Y Yeselson, A Schaffer, S Shafir",International journal of food science & technology,"41 (4), 387-394",54,2006,8k81kl-MbHgC,Sharoni Shafir,"""Wyr_jtwAAAAJ"""
ecological impact ditch mesocosms simulated spray drift crop protection program potatoes,105,"GHP Arts, LL Buijse‐Bogdan, JDM Belgers, CH van Rhenen‐Kersten, ...",Integrated Environmental Assessment and Management: An International Journal …,,74,2006,d1gkVwhDpl0C,Dr. ir. Ivo Roessink,"""v8ZfuNkAAAAJ"""
potential butyric acid control soilborne fungal pathogens nematodes affecting strawberries,105,"M Browning, DB Wallace, C Dawson, SR Alm, JA Amador",Soil Biology and Biochemistry,"38 (2), 401-404",81,2006,roLk4NBRz8UC,Steven Alm,"""gDZHSl8AAAAJ"""
variability leaf optical properties mesoamerican trees potential species classification,105,"KL Castro‐Esau, GA Sánchez‐Azofeifa, B Rivard, SJ Wright, M Quesada",American Journal of Botany,"93 (4), 517-530",179,2006,W7OEmFMy1HYC,Mauricio Quesada,"""-OsTXSoAAAAJ"""
 logan beemail shelter practical portable unit managing cavitynesting agricultural pollinators,106,JH Cane,American Bee Journal,"146 (7), 611-613",18,2006,N5tVd3kTz84C,Jim Cane,"""5WagfLMAAAAJ"""
nectary structure nectar presentation aloe castanea greatheadii var davyana asphodelaceae,106,"M Nepi, H Human, SW Nicolson, L Cresti, E Pacini",Plant Systematics and Evolution,"257, 45-55",23,2006,eQOLeE2rZwMC,Hannelie Human,"""LqlavyoAAAAJ"""
impact triphenyltin acetate microcosms simulating floodplain lakes influence sediment quality,106,"I Roessink, SJH Crum, F Bransen, E Van Leeuwen, F Van Kerkum, ...",Ecotoxicology,"15, 267-293",44,2006,qjMakFHDy7sC,Dr. ir. Ivo Roessink,"""v8ZfuNkAAAAJ"""
direct effects snowdrop lectin gna larvae three aphid predators fate gna ingestion,106,"PAM Hogervorst, N Ferry, AMR Gatehouse, FL Wäckers, J Romeis",Journal of insect physiology,"52 (6), 614-624",69,2006,9ZlFYXVOiuMC,Felix Wackers,"""3pVhk_wAAAAJ"""
geographical context floral evolution towards improved research programme floral diversification,106,"CM Herrera, MC Castellanos, M Medrano",Ecology and Evolution of Flowers,278-294,202,2006,UeHWp8X0CEIC,Mónica Medrano,"""fDRu2hQAAAAJ"""
description new species euglossa hymenoptera apidae euglossini notes comparative biology,108,"C Rasmussen, C Skov",Zootaxa,"1210 (1), 53-67",31,2006,qjMakFHDy7sC,Claus Rasmussen,"""qCRgHZ0AAAAJ"""
survival transplanted terrestrial orchid seedlings urban bushland habitats high low weed cover,108,"A Scade, MC Brundrett, AL Batty, KW Dixon, K Sivasithamparam",Australian Journal of Botany,"54 (4), 383-389",57,2006,aqlVkmm33-oC,Mark C. Brundrett,"""F5_dBsgAAAAJ"""
postpollination changes floral odor silene latifolia adaptive mechanisms seedpredator avoidance,108,"JK Muhlemann, MO Waelti, A Widmer, FP Schiestl",Journal of chemical ecology,"32, 1855-1860",67,2006,dhFuZR0502QC,Florian P Schiestl,"""J22mbxgAAAAJ"""
silurian triassic plant insect clades associations new data review interpretations,108,CC Labandeira,Arthropod Systematics & Phylogeny,,128,2006,sSrBHYA8nusC,Conrad Labandeira,"""T_W1E9IAAAAJ"""
irradiation control plodia interpunctella llepidoptera pyralidae dehydrated ginseng panax ginseng,109,"S Saeed, Y Kwon, T Kausar",Pakistan Journal of Zoology,"38 (1), 33",3,2006,ns9cj8rnVeAC,Shafqat saeed,"""c9IZPOUAAAAJ"""
infochemicals structure marine terrestrial freshwater food webs implications ecological informatics,109,"M Vos, LEM Vet, FL Wäckers, JJ Middelburg, WH Van Der Putten, ...",Ecological informatics,"1 (1), 23-32",83,2006,IWHjjKOFINEC,Felix Wackers,"""3pVhk_wAAAAJ"""
 geographical context floral evolution weakest link floral diversification research program,109,"CM Herrera, MC Castellanos, M Medrano",Ecology and evolution of flowers,,203,2006,2osOgNQ5qMEC,Maria Clara Castellanos,"""HVvY9XwAAAAJ"""
expression insulin pathway genes period caste determination honey bee apis mellifera,109,"DE Wheeler, N Buck, JD Evans",Insect molecular biology,"15 (5), 597-602",278,2006,5F1dSjz1ScoC,Jay D. Evans,"""iCJoV-EAAAAJ"""
review diet microhabitat values wildlife agronomic potential selected plant species,110,"SR Mortimer, R Kessock-Philip, SG Potts, A Ramsay, SPM Roberts, ...",English Nature,,7,2006,JV2RwH3_ST0C,Stuart Roberts,"""tMZvuasAAAAJ"""
nutritional content fresh beecollected stored pollen aloe greatheadii var davyana asphodelaceae,110,"H Human, SW Nicolson",Phytochemistry,"67 (14), 1486-1492",313,2006,u5HHmVD_uO8C,Hannelie Human,"""LqlavyoAAAAJ"""
 monte carlo model estimating productivity generalist brood parasite across multiple host species,111,"R Winfree, J Dushoff, SK Robinson, D Bengali",Evolutionary Ecology Research,"8 (2), 213-236",6,2006,nb7KW1ujOQ8C,Rachael Winfree,"""GFuYdgQAAAAJ"""
gustatory response appetitive learning microplitis croceipes relation sugar type concentration,111,"F Wäckers, C Bonifay, L Vet, J Lewis",Animal Biology,"56 (2), 193-203",21,2006,WA5NYHcadZ8C,Felix Wackers,"""3pVhk_wAAAAJ"""
review bee genus eremaphanta popov hymenoptera melittidae description new species,111,"D Michez, S Patiny",Zootaxa,"1148 (1), 47–68-47–68",21,2006,_FxGoFyzp5QC,Denis Michez,"""iUgAM2YAAAAJ"""
anther cap retention prevents selfpollination elaterid beetles south african orchid eulophia foliosa,111,"CI Peter, SD Johnson",Annals of Botany,"97 (3), 345-355",42,2006,zYLM7Y9cAGgC,Craig I. Peter,"""nph0-eMAAAAJ"""
 influence flower morphology nectar quality longevity parasitoid biological control agent,111,"HD Vattala, SD Wratten, CB Phillips, FL Wäckers",Biological control,"39 (2), 179-185",233,2006,8k81kl-MbHgC,Felix Wackers,"""3pVhk_wAAAAJ"""
promotion weed species diversity reduction weed seedbanks conservation tillage crop rotation,111,"SD Murphy, DR Clements, S Belaoussoff, PG Kevan, CJ Swanton",Weed Science,"54 (1), 69-77",266,2006,4DMP91E08xMC,Peter Kevan,"""mbOeZkcAAAAJ"""
 effect avocado persea americana nectar composition attractiveness honey bees apis mellifera,112,"O Afik, A Dag, S Shafir",Apidologie,"37 (3), 317-325",53,2006,ULOm3_A8WrAC,Sharoni Shafir,"""Wyr_jtwAAAAJ"""
achene structure development lipid accumulation sunflower cultivars differing oil content maturity,112,"AI Mantese, D Medan, AJ Hall",Annals of Botany,"97 (6), 999-1010",103,2006,1xBWf43XMUgC,Medan Diego,"""GfiU00IAAAAJ"""
bumble bees effective delivery system microbial control agents arthropod pest disease management,113,"L Shipp, JP Kapongo, P Kevan, J Sutton, B Broadbent",,,3,2006,5Ul4iDaHHb8C,Peter Kevan,"""mbOeZkcAAAAJ"""
flower power potential benefits pitfalls using flowering vegetation conservation biological control,113,"FL Wackers, PCJ van Rijn, K Winkler, D Oison",IOBC WPRS BULLETIN,"29 (6), 161",3,2006,JQOojiI6XY0C,Felix Wackers,"""3pVhk_wAAAAJ"""
 secret life tangled lignum muehlenbeckia florulenta polygonaceae little known plant floodplains,113,"AE Jensen, KF Walker, DC Paton",Wetlands of the murrumbidgee river catchment: Practical management in an …,,10,2006,ufrVoPGSRksC,David C. Paton,"""uIa2XpUAAAAJ"""
 new woodnesting neocorynura hymenoptera halictidae augochlorini costa rica notes biology,113,"BJ Brosi, AH Smith-Pardo, VH Gonzalez",Zootaxa,"1189 (1), 55–68-55–68",13,2006,eQOLeE2rZwMC,Victor Hugo Gonzalez Betancourt,"""NPLom4YAAAAJ"""
stigma receptivity effects prior selfpollination seed set tristylous lythrum salicaria lythraceae,113,"AR Waites, J Ågren",American journal of botany,"93 (1), 142-147",31,2006,j3f4tGmQtD8C,Jon Ågren,"""yxf8wX8AAAAJ"""
comparative floral vegetative differentiation two european aquilegia taxa along narrow contact zone,113,"M Medrano, MC Castellanos, CM Herrera",Plant Systematics and Evolution,"262, 209-224",42,2006,W7OEmFMy1HYC,Maria Clara Castellanos,"""HVvY9XwAAAAJ"""
bee population returns cherry yields orchard pollinated osmia lignaria hymenoptera megachilidae,113,"J Bosch, WP Kemp, GE Trostle",Journal of Economic Entomology,"99 (2), 408-413",143,2006,7PzlFSSx8tAC,Jordi Bosch,"""5jPITlMAAAAJ"""
matching origin invasive weed selection herbivore haplotype biological control programme,113,"JA Goolsby, PJ De Barro, JR Makinson, RW Pemberton, DM Hartley, ...",Molecular Ecology,"15 (1), 287-297",249,2006,UeHWp8X0CEIC,robert pemberton,"""EJcxNNcAAAAJ"""
effects fragmentation keystone tree species rainforest kalakadmundanthurai tiger reserve india,114,S Devy,"Ashoka Trust for Research in Ecology and the Environment, Bangalore, India",,3,2006,YOwf2qJgpHMC,Soubadra Devy,"""kT4LQW8AAAAJ"""
spatiotemporallymediated effects land use biodiversity cavitynesting hymenoptera coastal ecuador,114,J Tylianakis,"Göttingen, Univ., Diss.",2006,3,2006,dhFuZR0502QC,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
increased tomato yield pollination native australian bluebanded bees amegilla chlorocyanea cockerell,114,"K Hogendoorn, CL Gross, M Sedgley, MA Keller",J. Econ. Entomol,"99, 828-833",18,2006,isC4tDSrTZIC,Katja Hogendoorn,"""saxet1oAAAAJ"""
development application glassywinged smoketree sharpshooter eggspecific predator gut content elisa,114,"V Fournier, JR Hagler, KM Daane, JH De Leon, RL Groves, HS Costa, ...",Biological Control,"37 (1), 108-118",33,2006,u5HHmVD_uO8C,Valérie Fournier,"""EzwwLy4AAAAJ"""
new methods improve symbiotic propagation temperate terrestrial orchid seedlings axenic culture soil,114,"AL Batty, MC Brundrett, KW Dixon, K Sivasithamparam",Australian Journal of Botany,"54 (4), 367-374",58,2006,_kc_bZDykSQC,Mark C. Brundrett,"""F5_dBsgAAAAJ"""
multiple pollinator visits mimulus ringens phrymaceae flowers increase mate number seed set within fruits,114,"JD Karron, RJ Mitchell, JM Bell",American Journal of Botany,"93 (9), 1306-1312",76,2006,UebtZRa9Y70C,Jeffrey D. Karron,"""Zzn6UJAAAAAJ"""
increased tomato yield pollination native australian amegilla chlorocyanea hymenoptera anthophoridae,114,"K Hogendoorn, CL Gross, M Sedgley, MA Keller",Journal of Economic Entomology,"99 (3), 828-833",104,2006,WF5omc3nYNoC,"Caroline L. Gross, BSc(Hons), GradDipHigherED, PhD, Ecologist","""zksQIqYAAAAJ"""
aflp diversity among within populations insular endemic endangered solanum vespertilio s lidii,115,"J Prohens, FJ Herraiz, F Nuez, GJ Anderson, A Santos-Guerra, ...",VI International Solanaceae Conference: Genomics Meets Biodiversity,"745, 311-318",1,2006,L1USKYWJimsC,gregory Anderson,"""pH6mu0sAAAAJ"""
beemediated infection inflorescence pests oilseed rape entomopathogenic fungus metarhizium anisopliae,115,"IH Williams, TM Butt, NL Carreck, SJ Clark, L Ibrahim, EA Isger, JK Pell",Proceedings International Symposium on Integrated Pest Management in Oilseed …,,1,2006,zLWjf1WUPmwC,Norman Carreck,"""1-D-8oAAAAAJ"""
lifehistory variation selfing multilocus genotypes land slug deroceras laeve pulmonata agriolimacidae,115,"K Jordaens, J Pinceel, T Backeljau",Journal of molluscan studies,"72 (3), 229-233",16,2006,uLbwQdceFCQC,Kurt Jordaens,"""mbg0t7QAAAAJ"""
 modular system trapping massmarking bumblebees applications studying food choice foraging range,115,"AP Martin, NL Carreck, JL Swain, D Goulson, ME Knight, RJ Hale, ...",Apidologie,"37 (3), 341-350",22,2006,KlAtU1dfN6UC,Norman Carreck,"""1-D-8oAAAAAJ"""
augmentation managed populations osmia cornuta o rufa hymenoptera megachilidae southeastern europe,115,"M Krunic, L Stanisavljevic",European Journal of Entomology,"103 (3), 695",32,2006,QIV2ME_5wuYC,"Dr. Ljubiša Stanisavljević, Professor","""9XvqgHsAAAAJ"""
herbivory competition interact affect reproductive traits mating system expression impatiens capensis,115,"JA Steets, R Salla, TL Ashman",The American Naturalist,"167 (4), 591-600",38,2006,ZeXyd9-uunAC,Tia-Lynn Ashman,"""lLk9M0cAAAAJ"""
 situ symbiotic seed germination propagation terrestrial orchid seedlings establishment field sites,115,"AL Batty, MC Brundrett, KW Dixon, K Sivasithamparam",Australian Journal of Botany,"54 (4), 375-381",95,2006,YOwf2qJgpHMC,Mark C. Brundrett,"""F5_dBsgAAAAJ"""
flower characteristics visitors merremia macrocalyx convolvulaceae chapada diamantina bahia brazil,116,"EL das Neves, H Taki, FO da Silva, BF Viana, PG Kevan",Instituto de Ciências Biológicas-UFMG,,12,2006,ruyezt5ZtCIC,Peter Kevan,"""mbOeZkcAAAAJ"""
differences spatial distribution airborne pollen concentrations different urban locations within city,116,"MA Gonzalo-Garijo, R Tormo-Molina, AF Muñoz-Rodríguez, ...",Journal of Investigational Allergology and Clinical Immunology,"16 (1), 37",72,2006,Wp0gIr-vW9MC,Rafael Tormo Molina,"""hcpepjUAAAAJ"""
effects exotic plant habitat disturbance pollinator visitation reproduction boreal forest herb,116,"Ø Totland, A Nielsen, AL Bjerknes, M Ohlson",American journal of botany,"93 (6), 868-873",101,2006,vV6vV6tmYwMC,Ørjan Totland,"""ics0ER8AAAAJ"""
 effects floral understoreys parasitism leafrollers lepidoptera tortricidae apples new zealand,116,"NA Irvin, SL Scarratt, SD Wratten, CM Frampton, RB Chapman, ...",Agricultural & Forest Entomology,8 (1),150,2006,eQOLeE2rZwMC,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
accurate identification cryptic slug taxa arion subfuscusfuscus complex pcrrflp pulmonata arionidae,117,"K Jordaens, J Pinceel, H Krieckemans, T Backeljau",Journal of molluscan studies,"72 (3), 323-325",15,2006,YOwf2qJgpHMC,Kurt Jordaens,"""mbg0t7QAAAAJ"""
spatial spreading echinococcus multilocularis red foxes vulpes vulpes across nation borders western europe,117,"M Vervaeke, J van der Giessen, B Brochier, B Losson, K Jordaens, ...",Preventive veterinary medicine,"76 (3-4), 137-150",41,2006,_FxGoFyzp5QC,Kurt Jordaens,"""mbg0t7QAAAAJ"""
discrimination flower colours natural settings bumblebee species bombus terrestris hymenoptera apidae,117,AG Dyer,Entomologia generalis,"28 (4), 257",70,2006,0KyAp5RtaNEC,Adrian Dyer,"""-XQ4dRsAAAAJ"""
spatial temporal organization odor representation uniglomerular projection neurons moth antennal lobe,118,"S Namiki, R Kanzaki",CHEMICAL SENSES,"31 (5), A80-A80",3,2006,HDshCWvjkbEC,Shigehiro NAMIKI,"""9skHVVIAAAAJ"""
population structure fecundity putative sterile shrub grevillea rhizomatosa olde marriott proteaceae,118,"HAR Caddy, CL Gross",Proceedings of the Linnean Society of New South Wales,"127, 11-18",14,2006,KlAtU1dfN6UC,"Caroline L. Gross, BSc(Hons), GradDipHigherED, PhD, Ecologist","""zksQIqYAAAAJ"""
 new acyclic diterpene glycoside nicotiana attenuata mild deterrent effect feeding manduca sexta larvae,119,"AR Jassbi, S Zamanizadehnajari, D Kessler, IT Baldwin",Zeitschrift für Naturforschung B,"61 (9), 1138-1142",24,2006,qjMakFHDy7sC,Danny Kessler,"""pGTXgWgAAAAJ"""
selection floral display insectpollinated primula farinosa effects vegetation height litter accumulation,119,"J Ågren, C Fortunel, J Ehrlén",Oecologia,"150 (2), 225-232",54,2006,HDshCWvjkbEC,Jon Ågren,"""yxf8wX8AAAAJ"""
 flowers smell fermented chemistry ontogeny yeasty floral scent pawpaw asimina triloba annonaceae,119,"KR Goodrich, ML Zjhra, CA Ley, RA Raguso",International Journal of Plant Sciences,"167 (1), 33-46",106,2006,M3ejUd6NZC8C,Robert A. Raguso,"""RmDXdLEAAAAJ"""
review diet microhabitat values wildlife agronomic potential selected grassland plant species,120,"SR Mortimer, R Kessock-Philip, SG Potts, AJ Ramsay, SPM Roberts, ...",English Nature,,16,2006,WZBGuue-350C,Simon Potts,"""q_vbRxIAAAAJ"""
 resource availability govern vertical stratification small mammals australian lowland tropical rainforest,120,"R Rader, A Krockenberger",Wildlife Research,"33 (7), 571-576",28,2006,d1gkVwhDpl0C,Romina Rader,"""d4b7yiAAAAAJ"""
phylogenetic analysis systropha illiger hymenoptera apoidea halictidae description new subgenus,120,"S Patiny, D Michez",Annales de la Société entomologique de France,"42 (1), 27-44",28,2006,YsMSGLbcyi4C,Denis Michez,"""iUgAM2YAAAAJ"""
phylogeny chaetanthera asteraceae mutisieae reveals ancient recent origins high elevation lineages,120,"MA Hershkovitz, MTK Arroyo, C Bell, LF Hinojosa",Molecular Phylogenetics and Evolution,"41 (3), 594-605",68,2006,ULOm3_A8WrAC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
new evidence darwinian hypothesis heterostyly breeding systems pollinators narcissus sect apodanthi,120,"R Pérez‐Barrales, P Vargas, J Arroyo",New Phytologist,"171 (3), 553-567",98,2006,zYLM7Y9cAGgC,Rocio Perez-Barrales,"""j9crhCAAAAAJ"""
spillover edge effects dispersal agriculturally subsidized insect natural enemies adjacent natural habitats,120,"TA Rand, JM Tylianakis, T Tscharntke",Ecology letters,"9 (5), 603-614",737,2006,9yKSN-GCB0IC,Jason M Tylianakis,"""mHxNHaAAAAAJ"""
densityand foodresourcedependent courtship behaviour fly poecilobothrus nobilitatus ldiptera dolichopodidae,121,"K Lunau, A Middelmann, M Pianka",Entomologie heute,"18, 123-132",6,2006,RGFaLdJalmkC,Klaus Lunau,"""HuHgwLQAAAAJ"""
toona ciliata suffer frequent heightreducing herbivore damage shootboring moth hypsipyla robusta taller,121,"SA Cunningham, RB Floyd",Forest Ecology and Management,"225 (1-3), 400-403",20,2006,7PzlFSSx8tAC,Saul Cunningham,"""NKu8RY4AAAAJ"""
